,id,name,popularity,duration,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
484,4BKOjYosPhw334moS3wlbO,Inner Child,75,233265,BTS,0.589,0.696,-7.981,0.0725,0.017,0.0,0.332,134.953
485,6jq9F7GSXFtqKwb1dW2Mxn,Blood Sweat & Tears,55,217026,BTS,0.579,0.89,-3.553,0.111,0.0253,0.0,0.588,93.03
486,2AIWoHr9DF6y4KALCBKWQS,IDOL,76,222732,BTS,0.734,0.855,-3.211,0.118,0.00481,0.0,0.422,126.035
487,1xfXXujIlLZAx5wpu46Nyk,Moon,75,208589,BTS,0.703,0.646,-6.658,0.0596,0.0104,0.0,0.64,141.87
488,5sbooPcNgIE22DwO0VNGUJ,POP/STARS,78,191100,"K/DA, Madison Beer, (G)I-DLE, Jaira Burns, League of Legends",0.566,0.769,-4.342,0.0872,0.0183,0.0,0.385,170.036
489,5xFoqABWVj4FIAf7vQX8FN,Spring Day,58,274093,BTS,0.539,0.846,-3.188,0.0358,0.00672,1.46e-06,0.461,106.988
490,249gnXrbfmV8NG6jTEMSwD,Life Goes On,95,207481,BTS,0.566,0.716,-5.733,0.0424,0.00691,0.0,0.45,81.068
491,4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,84,192760,BLACKPINK,0.658,0.733,-4.756,0.0586,0.00668,0.0,0.464,127.977
492,37ZtpRBkHcaq6hHy0X98zn,I CAN'T STOP ME,86,205493,TWICE,0.657,0.88,-3.672,0.102,0.121,0.0,0.769,150.084
493,0RzT9tBLcQhofW2TNiHP9B,God’s Menu,77,167922,Stray Kids,0.689,0.771,-3.618,0.0548,0.00776,0.0,0.482,157.052
494,3CYH422oy1cZNoo0GTG1TK,Psycho,80,210560,Red Velvet,0.664,0.666,-2.203,0.0446,0.193,0.0,0.405,139.987
495,7fK0csBoqbcgUuWGV0cpoD,Obsession,70,203520,EXO,0.704,0.729,-3.851,0.0624,0.0024,0.0,0.71,129.992
496,2iW0q5jJJT5HKlIs25AAgv,HOME;RUN,73,184426,SEVENTEEN,0.687,0.942,-2.817,0.0741,0.0613,0.0,0.765,96.106
497,0pYacDCZuRhcrwGUA5nTBe,eight(Prod.&Feat. SUGA of BTS),79,167573,"IU, SUGA",0.676,0.869,-1.573,0.0423,0.115,0.0,0.594,120.029
498,1ayaOin9hxCtyhg4UsBTpg,Kick It,68,233013,NCT 127,0.681,0.847,-2.462,0.0869,0.0306,0.0,0.507,167.031
499,2fJ70dRX7J4jiVxKUQQp7C,DUMDi DUMDi,70,210640,(G)I-DLE,0.759,0.914,-1.072,0.0592,0.025,4.45e-06,0.674,123.047
500,4ecVWqbtW6phQGpZMAyqIU,Not Shy,78,177728,ITZY,0.776,0.911,-3.08,0.131,0.155,2.59e-06,0.56,101.027
501,4BZXVFYCb76Q0Klojq4piV,AYA,76,211280,MAMAMOO,0.634,0.858,-2.226,0.0809,0.101,8.56e-06,0.637,91.688
502,4s0dJmVknlUl7V6oK3puzZ,Zombie,66,209259,DAY6,0.79,0.542,-4.119,0.0438,0.0117,0.0,0.527,121.982
503,2dPETee06bbHulsABk0h7I,FEVER,58,204040,ATEEZ,0.646,0.86,-2.409,0.0912,0.135,0.0,0.711,92.962
504,3ObPkJQAgjAhTwYvDhPrAW,Blue Hour,79,209105,TOMORROW X TOGETHER,0.71,0.82,-4.362,0.0836,0.00962,0.0,0.746,112.005
505,4hxNs73449mNhfLIvAC9zz,Love Killa,72,182533,Monsta X,0.451,0.867,-3.316,0.459,0.0785,0.0,0.511,89.108
506,2tVkFxyePqB0o4Y4SYKV0Q,Breath,74,187251,GOT7,0.724,0.846,-3.785,0.0538,0.109,0.0,0.64,129.959
508,0EMD15EVNwDlgGH2CH6ZEL,Ridin',67,201773,NCT DREAM,0.549,0.903,-1.483,0.045,0.178,0.0,0.513,150.009
509,459mRPsscVLMvVL59gr7EM,Happy,57,221000,TAEYEON,0.753,0.645,-2.913,0.0427,0.215,0.0,0.636,119.982
510,7uzib3dSSwgUwcD3z0k3bR,FXXK IT,64,231810,BIGBANG,0.72,0.746,-3.143,0.107,0.152,0.0,0.587,90.026
511,60M8FSYZP8MA0Wy2huOADL,LA DI DA,77,210893,EVERGLOW,0.477,0.85,-1.486,0.0911,0.00108,0.0,0.601,163.845
512,3FARQP8fA49bSsTWjNyWmY,Secret Story of the Swan,67,192333,IZ*ONE,0.703,0.941,-0.995,0.0808,0.131,0.0,0.758,102.969
513,1WCOna34eEMPgjfOOZkGQc,Bad Boy,67,182586,"CHUNG HA, Christopher",0.822,0.574,-4.02,0.0461,0.351,0.0,0.743,116.987
514,1QRgdZiZAj2EfRMLBVu9af,Dive,59,190967,iKON,0.757,0.743,-5.649,0.0341,0.0164,0.0,0.634,124.054
515,6ZlvEI2HQC6R5TahN9Ffm4,MORE,72,217088,"K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends",0.66,0.787,-4.592,0.032,0.00257,0.0,0.199,142.018
516,0ZeGfEAL5Rl4pd5LZBGuEK,Maria,79,199026,Hwa Sa,0.658,0.749,-2.967,0.0634,0.238,2.03e-06,0.442,128.909
517,1iIhGHzzrzqQfuNkFI2qAn,Any song,73,227226,ZICO,0.874,0.787,-2.416,0.129,0.118,0.0,0.896,108.007
518,6kKC35sKUh2FUx4M0qAL44,Candy,71,227173,BAEKHYUN,0.649,0.767,-3.838,0.0455,0.24,0.0,0.608,149.918
519,6yGQ86UppYULzTCxAWgwVN,Why Not?,68,205520,LOONA,0.806,0.934,-0.836,0.11,0.104,0.00108,0.444,128.016
520,73ipE4lfZ53pvBbJPXkiEK,seoul (prod. HONNE),71,275954,RM,0.587,0.664,-8.63,0.0645,0.344,2.47e-05,0.453,99.8
521,0XfYoIa5jOH2dF0ro7VbZv,Red Lipstick,52,193866,BOL4,0.795,0.828,-2.351,0.0492,0.15,0.0,0.952,119.997
523,6wyr4ReB05D9sJB1Rsmcqo,Chicken Noodle Soup (feat. Becky G),73,235497,"j-hope, Becky G",0.826,0.817,-4.081,0.0921,0.00502,1.09e-05,0.168,97.053
524,23y3tFEhkTzBT46gRU6tjv,Let Me Go (with TAEYEON),60,211346,"Crush, TAEYEON",0.615,0.322,-8.405,0.0311,0.771,0.0,0.318,83.903
525,46WaBBaEHzgbN88Ew0nh50,MAGO,78,199133,GFRIEND,0.621,0.821,-3.662,0.0364,0.00548,0.000578,0.646,120.062
526,5FqgslYHEkv51KtapyWsBZ,The Melody,65,191213,SUPER JUNIOR,0.779,0.651,-4.482,0.0358,0.27,0.0,0.54,110.057
527,7oQh96s9YemWG3A4zkIbrU,pporappippam 보라빛 밤,68,206616,SUNMI,0.714,0.828,-4.68,0.0428,0.0513,0.0652,0.318,120.014
528,79rZwU6UJ7FwODmAqXJqmO,One (Monster & Infinity),63,221040,SuperM,0.518,0.917,-1.645,0.166,0.0306,0.0,0.461,160.044
529,1cnGF3udnO8fscbBYY6k1X,Paradise,61,206840,Eric Nam,0.8,0.795,-2.772,0.159,0.00872,0.000255,0.539,114.911
530,2hlLKf7meSIz1q7N303Gz8,No More,51,195853,DREAMCATCHER,0.465,0.956,-4.098,0.111,0.000106,3.17e-05,0.322,95.03
531,39EXZNMxb4RBHlRjnRaOKp,Sweet Night,79,214258,V,0.462,0.339,-7.943,0.025,0.495,8.15e-06,0.149,92.106
532,7rM4FWiY8PqU2TxdXX6BXh,My Bad (feat. Julie Bergan) - KSHMR Edit,49,212352,"SHAUN, Advanced, Julie Bergan, KSHMR",0.474,0.866,-4.132,0.0485,0.00787,4.86e-06,0.493,101.776
533,4h1V7NLdMV1JpuaJbJAA9t,Bad Alive - English Version,62,229266,WayV,0.667,0.84,-3.363,0.0303,0.0017,0.000175,0.575,142.014
534,7Eci2cF5f9UgXct3YBuKVU,I Miss U,35,194976,Punch,0.582,0.573,-6.047,0.0295,0.63,0.0,0.482,78.024
535,5MFROL7TXwkFAeDs6rphWX,Lyricist,52,196120,HEIZE,0.566,0.628,-5.493,0.0574,0.721,1.14e-05,0.5,139.569
536,1Bjy9ZtwMle3uhVgoBgiGN,Holiday,53,199563,Girls' Generation,0.709,0.867,-3.258,0.0672,0.0406,0.0,0.877,120.022
537,1IYN3VqZzehgwh5NqnavIQ,IDEA (理想),71,193546,TAEMIN,0.48,0.813,-5.437,0.0575,0.00456,0.0,0.7,120.888
538,4qMt92hgQlJMyJjdI0Nw2h,GUNSHOT,70,181480,KARD,0.582,0.77,-3.52,0.0406,0.00253,0.0,0.348,135.008
539,6mI6dpwRDteVr3ZQsDeD6e,Countless,49,188678,SHINee,0.679,0.829,-5.166,0.072,0.0251,0.0,0.604,97.043
540,4saklk6nie3yiGePpBwUoc,Dynamite,89,199053,BTS,0.746,0.765,-4.41,0.0993,0.0112,0.0,0.737,114.044
541,4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,84,192760,BLACKPINK,0.658,0.733,-4.756,0.0586,0.00668,0.0,0.464,127.977
542,37ZtpRBkHcaq6hHy0X98zn,I CAN'T STOP ME,86,205493,TWICE,0.657,0.88,-3.672,0.102,0.121,0.0,0.769,150.084
543,0RzT9tBLcQhofW2TNiHP9B,God’s Menu,77,167922,Stray Kids,0.689,0.771,-3.618,0.0548,0.00776,0.0,0.482,157.052
544,3CYH422oy1cZNoo0GTG1TK,Psycho,80,210560,Red Velvet,0.664,0.666,-2.203,0.0446,0.193,0.0,0.405,139.987
545,7fK0csBoqbcgUuWGV0cpoD,Obsession,70,203520,EXO,0.704,0.729,-3.851,0.0624,0.0024,0.0,0.71,129.992
546,2iW0q5jJJT5HKlIs25AAgv,HOME;RUN,73,184426,SEVENTEEN,0.687,0.942,-2.817,0.0741,0.0613,0.0,0.765,96.106
547,1ayaOin9hxCtyhg4UsBTpg,Kick It,68,233013,NCT 127,0.681,0.847,-2.462,0.0869,0.0306,0.0,0.507,167.031
548,2fJ70dRX7J4jiVxKUQQp7C,DUMDi DUMDi,70,210640,(G)I-DLE,0.759,0.914,-1.072,0.0592,0.025,4.45e-06,0.674,123.047
549,4ecVWqbtW6phQGpZMAyqIU,Not Shy,78,177728,ITZY,0.776,0.911,-3.08,0.131,0.155,2.59e-06,0.56,101.027
550,4BZXVFYCb76Q0Klojq4piV,AYA,76,211280,MAMAMOO,0.634,0.858,-2.226,0.0809,0.101,8.56e-06,0.637,91.688
551,4s0dJmVknlUl7V6oK3puzZ,Zombie,66,209259,DAY6,0.79,0.542,-4.119,0.0438,0.0117,0.0,0.527,121.982
552,2dPETee06bbHulsABk0h7I,FEVER,58,204040,ATEEZ,0.646,0.86,-2.409,0.0912,0.135,0.0,0.711,92.962
553,3ObPkJQAgjAhTwYvDhPrAW,Blue Hour,79,209105,TOMORROW X TOGETHER,0.71,0.82,-4.362,0.0836,0.00962,0.0,0.746,112.005
554,4hxNs73449mNhfLIvAC9zz,Love Killa,72,182533,Monsta X,0.451,0.867,-3.316,0.459,0.0785,0.0,0.511,89.108
555,2tVkFxyePqB0o4Y4SYKV0Q,Breath,74,187251,GOT7,0.724,0.846,-3.785,0.0538,0.109,0.0,0.64,129.959
556,0EMD15EVNwDlgGH2CH6ZEL,Ridin',67,201773,NCT DREAM,0.549,0.903,-1.483,0.045,0.178,0.0,0.513,150.009
557,7uzib3dSSwgUwcD3z0k3bR,FXXK IT,64,231810,BIGBANG,0.72,0.746,-3.143,0.107,0.152,0.0,0.587,90.026
558,60M8FSYZP8MA0Wy2huOADL,LA DI DA,77,210893,EVERGLOW,0.477,0.85,-1.486,0.0911,0.00108,0.0,0.601,163.845
559,3FARQP8fA49bSsTWjNyWmY,Secret Story of the Swan,67,192333,IZ*ONE,0.703,0.941,-0.995,0.0808,0.131,0.0,0.758,102.969
560,0pYacDCZuRhcrwGUA5nTBe,eight(Prod.&Feat. SUGA of BTS),79,167573,"IU, SUGA",0.676,0.869,-1.573,0.0423,0.115,0.0,0.594,120.029
561,459mRPsscVLMvVL59gr7EM,Happy,57,221000,TAEYEON,0.753,0.645,-2.913,0.0427,0.215,0.0,0.636,119.982
562,3As0OA5B06BxLfADvYyG8L,Stay Tonight,65,217238,CHUNG HA,0.636,0.841,-1.927,0.0548,0.199,0.000395,0.506,121.022
563,0ZeGfEAL5Rl4pd5LZBGuEK,Maria,79,199026,Hwa Sa,0.658,0.749,-2.967,0.0634,0.238,2.03e-06,0.442,128.909
564,1EZuQ5eAlxfdxRNrs8lox2,Dancing Cartoon,57,195080,BOL4,0.824,0.789,-2.585,0.0365,0.0112,0.000219,0.799,110.976
565,7oQh96s9YemWG3A4zkIbrU,pporappippam 보라빛 밤,68,206616,SUNMI,0.714,0.828,-4.68,0.0428,0.0513,0.0652,0.318,120.014
566,7Eci2cF5f9UgXct3YBuKVU,I Miss U,35,194976,Punch,0.582,0.573,-6.047,0.0295,0.63,0.0,0.482,78.024
567,5MFROL7TXwkFAeDs6rphWX,Lyricist,52,196120,HEIZE,0.566,0.628,-5.493,0.0574,0.721,1.14e-05,0.5,139.569
568,7Acvy2L38SCipAeMPOK8Ro,HOLO,69,178520,LeeHi,0.406,0.474,-6.349,0.0295,0.768,0.0,0.206,179.914
569,4CoxD8tetisleUQDA7vn1B,What You Waiting For,69,175327,SOMI,0.765,0.688,-5.072,0.0731,0.0164,0.0,0.794,121.901
570,2wVDWtLKXunswWecARNILj,SOLO,73,169566,JENNIE,0.751,0.642,-5.165,0.087,0.0861,0.0,0.388,95.045
571,613Ixm4sbcHRZGKmGtLX9v,When We Were In Love,49,254893,AILEE,0.348,0.446,-4.1,0.0308,0.458,0.0,0.22,122.233
572,5CDq3Ekm0E0c23S0mbEELV,Here I Am Again,65,234840,Yerin Baek,0.451,0.465,-4.493,0.0286,0.831,0.0,0.204,131.644
573,4Eefey3uN90Abhbr47zKmC,WINTER FLOWER(Feat.RM),68,221133,"Younha, RM",0.564,0.796,-3.698,0.0737,0.118,0.0,0.241,95.946
574,2pRmhfwgixiYF91SywOUFh,Lost,46,196800,Yoon Mirae,0.326,0.542,-4.026,0.0333,0.302,2.86e-06,0.223,111.702
575,3wljaQ1KBCAMnPxCPDEUsC,FLOWER SHOWER,58,188373,HyunA,0.901,0.548,-5.573,0.0976,0.0889,4.88e-05,0.569,99.996
576,4Bmk7JYOquhWmSMMW4WebM,NUNU NANA,73,195836,Jessi,0.743,0.689,-2.846,0.0289,0.0198,0.0,0.504,104.936
577,7sG8AYU0OsfzoruOaY86Xs,Spell,41,183506,Hyolyn,0.687,0.828,-3.773,0.0439,0.0142,0.000286,0.288,95.976
578,5BIu23pC3cxnY6yVzrwqWR,My Love,55,258560,Gummy,0.541,0.397,-6.11,0.0274,0.842,2.91e-06,0.209,93.087
579,5cIv45SvGnNrARU6rT2BCb,+HWA+,69,176349,CL,0.882,0.618,-5.132,0.0514,0.103,1.76e-05,0.306,111.055
581,1iIhGHzzrzqQfuNkFI2qAn,Any song,73,227226,ZICO,0.874,0.787,-2.416,0.129,0.118,0.0,0.896,108.007
582,6kKC35sKUh2FUx4M0qAL44,Candy,71,227173,BAEKHYUN,0.649,0.767,-3.838,0.0455,0.24,0.0,0.608,149.918
583,73ipE4lfZ53pvBbJPXkiEK,seoul (prod. HONNE),71,275954,RM,0.587,0.664,-8.63,0.0645,0.344,2.47e-05,0.453,99.8
585,6wyr4ReB05D9sJB1Rsmcqo,Chicken Noodle Soup (feat. Becky G),73,235497,"j-hope, Becky G",0.826,0.817,-4.081,0.0921,0.00502,1.09e-05,0.168,97.053
586,23y3tFEhkTzBT46gRU6tjv,Let Me Go (with TAEYEON),60,211346,"Crush, TAEYEON",0.615,0.322,-8.405,0.0311,0.771,0.0,0.318,83.903
587,1cnGF3udnO8fscbBYY6k1X,Paradise,61,206840,Eric Nam,0.8,0.795,-2.772,0.159,0.00872,0.000255,0.539,114.911
588,39EXZNMxb4RBHlRjnRaOKp,Sweet Night,79,214258,V,0.462,0.339,-7.943,0.025,0.495,8.15e-06,0.149,92.106
589,7rM4FWiY8PqU2TxdXX6BXh,My Bad (feat. Julie Bergan) - KSHMR Edit,49,212352,"SHAUN, Advanced, Julie Bergan, KSHMR",0.474,0.866,-4.132,0.0485,0.00787,4.86e-06,0.493,101.776
590,1IYN3VqZzehgwh5NqnavIQ,IDEA (理想),71,193546,TAEMIN,0.48,0.813,-5.437,0.0575,0.00456,0.0,0.7,120.888
591,20a5L61dRfYVk6XEJ4BVx2,Breath,52,188764,"DEAN, Rad Museum, Mokyo",0.315,0.323,-10.649,0.0566,0.622,0.000235,0.114,172.782
592,2B4Hz23pUeucJZEmgUIOtV,Hello,64,215893,CHEN,0.462,0.424,-5.055,0.0278,0.505,0.0,0.315,144.034
593,1Lp1fMo9DyDVIv83q94cdy,minimal warm (She is My Type♡ X CHANYEOL),57,193293,CHANYEOL,0.677,0.443,-6.856,0.21,0.593,0.0,0.528,74.816
594,22Zxg7K8lEL8lkfQQbykKQ,LEGACY,46,170533,DPR LIVE,0.85,0.574,-6.253,0.263,0.00735,0.000205,0.243,149.98
595,7JD3gqq0DA5l9xUmVCpJWu,New Face,58,190233,PSY,0.836,0.728,-3.449,0.0563,0.0079,2.94e-05,0.444,131.969
596,4kIpBfvK44bxqX7zo8K1oP,시작,70,202440,Gaho,0.591,0.818,-3.532,0.073,0.172,0.0,0.574,108.107
597,3IZvU45gZVLWtkRxYh6xad,Can't Sleep,56,251390,"Loco, HEIZE",0.718,0.551,-6.388,0.0466,0.599,0.0,0.278,78.021
598,35dEFabeYvGLrOMc9c1tES,"무제(無題) (Untitled, 2014)",62,222867,G-DRAGON,0.575,0.461,-5.153,0.0317,0.785,1.75e-05,0.266,79.971
599,6WdWUIfP8zAhkzdmknWjTd,What about (feat. PENOMECO),43,208690,"Sam Kim, PENOMECO",0.856,0.352,-7.117,0.0472,0.594,0.0,0.651,94.009
